"ArticleId","SiteId","ZoneId","Date","Quantity","Price","CostPrice"
170295,4,1,2019-06-30,12.00,26.00,17.64
174022,6,1,2019-06-03,8.00,239.00,200.14
167108,5,1,2018-09-23,1.00,38.90,19.86
167108,4,1,2018-07-23,11.00,24.90,18.57
169281,6,1,2018-11-12,3.00,21.90,15.44
194516,7,2,2018-10-16,3.00,45.60,27.22
199219,4,1,2018-11-10,11.00,89.00,78.30
171979,6,1,2019-02-22,4.00,43.50,28.38
167108,4,1,2019-03-29,4.00,27.90,18.56
199219,7,2,2018-10-10,1.00,89.00,77.25
172551,7,2,2019-06-27,5.00,86.70,80.50
170295,7,2,2018-11-08,2.00,24.50,16.05
176139,4,1,2019-06-05,1.00,197.00,141.85
194516,4,1,2019-06-22,1.00,43.80,27.44
170936,8,2,2019-04-02,2.00,39.00,30.13
165811,6,1,2019-03-03,11.00,21.90,15.75
194516,4,1,2019-05-03,1.00,43.80,27.44
170936,8,2,2019-01-30,4.00,39.00,28.05
172551,6,1,2018-07-04,26.00,86.70,80.47
165811,6,1,2019-03-10,12.00,21.90,15.75
200838,4,1,2018-07-27,3.00,104.00,84.20
174022,7,2,2019-07-03,5.00,239.00,199.99
176139,6,1,2019-04-25,3.00,199.00,142.00
170936,7,2,2019-04-28,9.00,39.00,30.13
170936,5,1,2018-11-27,11.00,39.00,30.06
171979,5,1,2019-02-19,2.00,46.30,28.49
200838,8,2,2019-02-10,-12.00,95.00,81.70
172551,8,2,2019-06-04,4.00,92.00,83.27
169281,7,2,2019-03-30,2.00,30.66,15.31
199219,7,2,2019-02-21,2.00,89.00,77.32
170936,6,1,2019-05-25,3.00,39.00,30.15
199219,8,2,2018-09-30,15.00,82.50,77.16
172551,7,2,2019-02-13,-4.00,90.50,82.29
200838,7,2,2018-07-21,5.00,94.90,84.43
199219,5,1,2018-08-08,12.00,83.50,77.99
170936,6,1,2019-01-21,12.00,39.00,28.05
174022,6,1,2019-06-25,3.00,239.00,200.08
165811,4,1,2019-04-07,7.00,21.90,15.84
176139,7,2,2018-10-14,3.00,194.24,148.67
172551,8,2,2018-08-12,10.00,93.90,81.47
199219,5,1,2019-07-08,4.00,89.00,78.77
174022,5,1,2018-12-28,5.00,259.00,189.30
174022,5,1,2019-03-30,1.00,266.00,197.23
165811,7,2,2019-03-03,3.00,30.66,15.75
199219,4,1,2019-06-03,8.00,89.00,78.74
172671,4,1,2019-03-15,2.00,19.90,10.84
174022,5,1,2018-08-23,16.00,239.00,190.00
172551,4,1,2019-04-21,3.00,93.90,79.07
172671,5,1,2019-05-15,2.00,19.90,20.55
174022,4,1,2018-09-09,2.00,259.00,192.52
200838,8,2,2019-01-07,5.00,95.00,81.70
199219,7,2,2019-03-21,2.00,124.60,76.65
200838,6,1,2018-11-21,18.00,95.00,85.53
176139,8,2,2019-01-07,1.00,199.00,141.27
171979,5,1,2019-07-07,5.00,50.40,28.95
170069,8,2,2019-01-18,5.00,59.90,45.40
199219,7,2,2018-07-11,1.00,97.50,77.03
170295,8,2,2018-09-11,3.00,29.90,18.87
172671,4,1,2019-05-28,1.00,19.90,10.98
174022,4,1,2018-10-03,7.00,259.00,193.35
165811,7,2,2019-01-08,24.00,21.90,15.76
171979,7,2,2018-11-14,13.00,42.60,28.62
174022,7,2,2018-07-09,17.00,229.00,191.09
172671,7,2,2018-07-12,2.00,20.90,10.31
165811,6,1,2018-08-30,37.00,20.90,15.71
167108,5,1,2019-01-29,2.00,27.90,18.56
167108,4,1,2018-08-11,20.00,24.90,18.54
200838,5,1,2019-01-11,6.00,95.00,81.19
170069,7,2,2018-07-19,4.00,62.90,45.06
199219,8,2,2018-10-06,5.00,89.00,77.71
174022,6,1,2019-01-19,7.00,239.00,190.09
200838,9,2,2018-11-13,5.00,99.75,87.24
199219,4,1,2019-02-28,5.00,89.00,78.02
167108,4,1,2019-07-12,10.00,26.90,18.58
170936,4,1,2018-08-21,4.00,39.00,30.05
165811,6,1,2019-05-17,46.00,21.90,29.62
167108,4,1,2018-12-31,6.00,27.90,18.61
176139,4,1,2019-01-26,3.00,183.00,141.89
170295,6,1,2019-02-04,-7.00,24.50,15.78
176139,4,1,2018-09-12,3.00,214.00,152.55
167108,8,2,2018-08-16,1.00,24.90,21.51
174022,5,1,2018-09-24,2.00,229.00,190.86
174022,6,1,2019-02-21,7.00,266.00,191.07
170936,8,2,2018-10-22,19.00,39.00,30.06
165811,7,2,2018-08-22,2.00,20.90,15.71
170936,8,2,2018-08-02,18.00,39.00,30.05
199219,5,1,2019-07-17,4.00,89.00,78.77
171979,7,2,2018-12-06,2.00,45.60,29.10
200838,7,2,2019-05-18,6.00,95.00,152.39
176139,6,1,2019-01-16,1.00,199.00,142.00
200838,7,2,2019-03-04,9.00,133.00,80.34
167108,5,1,2018-07-14,2.00,24.90,18.52
200838,7,2,2019-04-24,9.00,95.00,81.47
174022,4,1,2018-09-22,19.00,229.00,193.62
165811,5,1,2019-05-24,6.00,21.90,15.84
165811,7,2,2019-06-08,3.00,21.90,15.83
170936,4,1,2019-06-24,2.00,39.00,31.90
170936,8,2,2018-12-10,11.00,39.00,30.08
170936,5,1,2019-05-21,9.00,39.00,30.15
171979,7,2,2019-01-10,8.00,43.50,28.11
170069,4,1,2018-07-14,5.00,62.90,45.21
170069,8,2,2019-01-11,1.00,59.90,45.40
200838,5,1,2019-06-10,5.00,95.00,85.99
170936,7,2,2019-03-03,15.00,54.60,30.13
194516,8,2,2018-12-11,3.00,46.90,27.47
172671,4,1,2019-05-13,1.00,19.90,20.53
176139,5,1,2019-02-14,-2.00,199.00,142.00
165811,4,1,2019-02-18,-3.00,21.90,15.75
169281,7,2,2019-04-04,2.00,21.90,15.56
170936,6,1,2019-05-11,5.00,39.00,30.15
171979,8,2,2018-10-22,1.00,42.60,28.11
169281,8,2,2018-07-26,1.00,34.70,14.99
200838,5,1,2019-02-02,-8.00,95.00,81.19
170295,5,1,2019-04-18,16.00,24.50,15.79
167108,7,2,2019-07-21,2.00,26.90,18.58
199219,5,1,2019-05-16,9.00,89.00,146.36
170069,5,1,2019-06-14,2.00,59.90,42.34
174022,7,2,2018-11-17,2.00,256.00,194.32
170295,5,1,2019-07-21,1.00,26.00,17.65
165811,6,1,2019-05-09,52.00,21.90,15.84
199219,7,2,2019-06-11,1.00,89.00,78.77
176139,8,2,2018-07-07,14.00,214.00,148.73
172551,7,2,2018-07-23,7.00,93.90,78.90
167108,8,2,2018-10-22,1.00,38.30,18.68
170936,7,2,2018-09-30,6.00,39.00,30.06
200838,8,2,2019-04-11,3.00,95.00,81.89
165811,5,1,2019-06-24,2.00,21.90,15.83
199219,5,1,2018-11-25,31.00,83.90,78.62
174022,7,2,2019-07-22,7.00,239.00,199.97
170069,6,1,2018-07-12,1.00,62.90,45.30
167108,8,2,2019-07-15,1.00,26.90,18.58
172551,4,1,2019-01-27,1.00,98.90,82.48
199219,8,2,2018-09-25,20.00,82.50,76.88
165811,6,1,2018-11-05,18.00,21.90,15.37
165811,8,2,2018-10-19,4.00,21.90,15.38
165811,5,1,2018-12-04,10.00,21.90,15.74
199219,5,1,2019-07-14,6.00,89.00,78.77
176139,8,2,2018-11-13,2.00,229.00,148.05
200838,6,1,2018-09-21,2.00,104.00,84.92
165811,6,1,2018-11-25,9.00,21.90,15.52
170295,6,1,2019-04-19,23.00,24.50,15.79
170936,6,1,2019-02-20,6.00,39.00,30.13
176139,4,1,2019-06-02,2.00,197.00,141.85
167108,8,2,2019-02-01,-1.00,27.90,18.57
200838,7,2,2018-09-09,1.00,94.90,84.54
165811,7,2,2019-03-15,4.00,30.66,15.75
176139,6,1,2019-05-13,3.00,199.00,265.26
176139,6,1,2019-01-26,2.00,183.00,142.00
199219,5,1,2019-03-11,5.00,89.00,77.18
174022,7,2,2019-05-10,7.00,239.00,203.69
199219,4,1,2018-11-27,11.00,83.90,78.62
170295,8,2,2019-01-10,1.00,24.50,15.80
176139,7,2,2019-06-08,1.00,197.00,141.85
170936,5,1,2018-12-07,16.00,39.00,30.08
199219,8,2,2019-05-03,4.00,89.00,77.83
170069,4,1,2018-07-16,1.00,62.90,44.98
176139,6,1,2019-06-10,2.00,199.00,141.85
172551,7,2,2018-11-14,4.00,90.50,83.67
200838,7,2,2019-04-11,4.00,95.00,81.47
174022,8,2,2018-09-30,2.00,229.00,192.43
170295,4,1,2019-03-29,18.00,24.50,15.78
199219,6,1,2018-08-24,14.00,87.90,77.44
194516,8,2,2019-04-29,1.00,43.80,27.44
170295,8,2,2018-11-17,11.00,24.50,16.07
170936,4,1,2018-11-10,3.00,39.00,30.06
200838,5,1,2018-12-06,17.00,95.00,85.69
172671,5,1,2018-12-05,7.00,19.90,10.56
170069,8,2,2018-10-12,3.00,59.90,43.77
174022,4,1,2018-10-20,14.00,229.00,189.83
165811,6,1,2019-05-14,33.00,21.90,29.62
200838,6,1,2019-05-15,3.00,95.00,158.39
194516,7,2,2018-09-24,1.00,45.60,28.63
171979,5,1,2018-10-18,10.00,42.60,28.11
176139,6,1,2018-10-21,2.00,214.00,148.67
167108,8,2,2018-08-15,2.00,24.90,21.51
167108,6,1,2018-09-02,4.00,30.30,23.55
170295,6,1,2019-07-29,20.00,26.00,17.65
170069,4,1,2018-12-08,3.00,59.90,44.28
172551,4,1,2018-07-24,2.00,98.90,80.21
172551,7,2,2018-09-17,5.00,93.90,78.60
200838,7,2,2019-01-05,2.00,95.00,81.29
169281,4,1,2019-02-05,-4.00,21.90,15.31
172551,4,1,2018-08-29,11.00,90.50,81.56
165811,5,1,2019-02-09,-20.00,21.90,15.75
169281,8,2,2018-11-03,1.00,21.90,15.42
165954,6,1,2018-08-10,3.00,11.30,7.06
199219,7,2,2018-08-20,7.00,83.50,77.35
200838,6,1,2018-11-08,12.00,95.00,85.53
170295,5,1,2019-04-14,11.00,24.50,15.79
169281,7,2,2018-09-07,2.00,25.50,17.20
200838,6,1,2019-05-17,13.00,95.00,158.39
200838,5,1,2018-11-25,10.00,95.00,85.68
170936,5,1,2018-10-26,9.00,39.00,30.06
172671,7,2,2018-09-14,2.00,20.90,10.09
176139,8,2,2019-05-10,11.00,197.00,141.85
170936,7,2,2018-08-26,5.00,39.00,30.05
200838,8,2,2018-12-16,8.00,95.00,85.74
167108,8,2,2019-05-30,1.00,26.90,18.62
170295,4,1,2019-05-07,39.00,24.50,15.80
165811,6,1,2018-11-14,53.00,21.90,15.37
167108,7,2,2018-09-22,1.00,38.30,18.55
167108,7,2,2018-07-29,1.00,34.90,18.52
199219,6,1,2019-05-29,2.00,89.00,77.65
171979,4,1,2019-01-17,4.00,43.50,28.12
200838,6,1,2019-02-21,4.00,95.00,82.88
194516,8,2,2019-01-28,2.00,37.80,27.30
170295,4,1,2018-10-27,1.00,24.50,16.05
170936,7,2,2019-07-22,17.00,41.40,32.45
170295,7,2,2019-01-29,1.00,24.50,15.80
200838,5,1,2019-06-11,5.00,95.00,85.99
165811,8,2,2018-08-05,2.00,20.90,15.71
165811,7,2,2018-12-13,4.00,21.90,15.74
170936,5,1,2018-09-20,15.00,39.00,30.06
165954,6,1,2018-10-19,2.00,8.70,5.94
170936,8,2,2018-12-20,7.00,39.00,30.08
170295,4,1,2018-10-06,29.00,24.50,16.09
167108,5,1,2019-06-05,3.00,26.90,18.58
174022,5,1,2018-07-10,8.00,229.00,193.72
170936,7,2,2019-07-14,2.00,41.40,32.42
170936,5,1,2018-09-03,14.00,39.00,30.06
165811,4,1,2018-07-03,1.00,20.90,15.60
165954,4,1,2019-05-20,17.00,8.70,10.98
167108,5,1,2019-01-20,9.00,27.90,18.56
170295,5,1,2019-07-20,6.00,26.00,17.65
176139,5,1,2018-09-11,2.00,214.00,152.67
165811,4,1,2019-04-27,19.00,21.90,15.84
170295,8,2,2018-12-14,1.00,24.50,15.52
170936,5,1,2019-06-12,7.00,39.00,30.51
172671,8,2,2019-07-15,1.00,19.90,11.08
170936,7,2,2019-01-18,3.00,39.00,28.05
172551,8,2,2018-11-29,3.00,93.90,82.68
172551,8,2,2019-05-11,28.00,90.50,81.46
200838,7,2,2019-04-26,5.00,95.00,81.47
200838,8,2,2018-12-23,18.00,87.90,82.28
194516,6,1,2018-10-30,8.00,34.50,27.19
165954,6,1,2018-11-03,4.00,8.70,5.86
170936,7,2,2019-05-19,13.00,41.40,56.38
169281,4,1,2019-06-28,1.00,21.90,15.91
174022,4,1,2018-07-01,7.00,229.00,194.07
170295,8,2,2019-02-17,-3.00,24.50,15.78
176139,7,2,2019-05-14,3.00,197.00,265.26
170936,6,1,2019-01-03,5.00,39.00,28.05
171979,6,1,2019-03-14,1.00,48.60,28.16
200838,6,1,2018-07-29,3.00,104.00,85.27
171979,5,1,2018-11-18,5.00,42.60,28.13
170069,6,1,2019-07-29,2.00,59.90,42.34
176139,4,1,2018-07-29,1.00,214.00,151.31
172551,7,2,2019-05-11,32.00,90.50,82.27
172551,4,1,2018-12-09,65.00,86.70,84.26
171979,8,2,2018-11-14,5.00,42.60,28.39
200838,5,1,2019-04-13,6.00,95.00,84.46
165811,4,1,2019-07-08,22.00,21.90,15.72
170069,6,1,2019-07-28,4.00,59.90,42.34
172671,5,1,2018-07-16,2.00,20.90,10.33
165811,4,1,2018-08-14,22.00,20.90,15.71
172551,5,1,2018-07-10,6.00,86.70,79.06
170936,7,2,2019-06-09,2.00,41.40,30.33
165954,5,1,2018-10-01,9.00,10.50,6.53
199219,7,2,2018-08-19,2.00,83.50,77.35
167108,7,2,2019-02-13,-4.00,27.90,18.58
172671,6,1,2019-02-08,-1.00,19.90,10.62
199219,8,2,2018-09-01,23.00,87.90,76.80
174022,6,1,2019-05-17,4.00,239.00,381.74
167108,8,2,2019-04-06,2.00,26.90,18.62
176139,8,2,2018-10-08,2.00,214.00,151.33
174022,5,1,2018-09-07,5.00,259.00,190.86
172551,4,1,2019-05-05,24.00,90.50,80.49
170936,7,2,2018-08-22,8.00,39.00,30.05
170936,4,1,2018-10-31,12.00,39.00,30.06
171979,4,1,2018-09-20,7.00,42.60,28.00
176139,8,2,2018-10-27,1.00,229.00,149.08
172671,4,1,2019-01-03,2.00,19.90,10.64
167108,4,1,2018-08-20,4.00,24.90,18.52
176139,8,2,2018-08-03,5.00,214.00,151.59
174022,8,2,2018-12-07,17.00,229.00,191.58
170295,5,1,2018-10-16,11.00,24.50,16.14
200838,7,2,2018-08-10,2.00,94.90,84.81
170069,8,2,2019-01-04,11.00,59.90,45.40
194516,4,1,2018-12-03,1.00,46.90,27.18
171979,8,2,2018-09-14,2.00,50.50,28.12
200838,9,2,2018-11-27,1.00,99.75,87.34
171979,8,2,2019-04-26,1.00,50.40,28.95
165811,5,1,2019-06-27,3.00,21.90,15.83
165954,7,2,2019-04-07,7.00,8.70,5.87
200838,6,1,2019-04-14,3.00,95.00,82.93
165811,5,1,2018-10-24,16.00,21.90,15.38
174022,8,2,2019-01-28,4.00,249.00,189.30
172671,5,1,2019-05-12,1.00,19.90,10.99
172551,5,1,2018-07-05,21.00,86.70,79.06
170936,7,2,2019-02-25,8.00,39.00,30.13
172551,7,2,2018-12-04,4.00,93.90,83.62
170936,7,2,2019-02-05,-8.00,39.00,30.13
172551,9,2,2018-11-21,1.00,95.03,84.17
165811,7,2,2018-10-05,3.00,21.90,15.37
167108,4,1,2019-03-31,3.00,27.90,18.56
165954,5,1,2019-03-24,1.00,8.70,5.87
167108,4,1,2018-12-13,8.00,27.90,18.68
174022,5,1,2018-09-05,5.00,259.00,190.86
167108,6,1,2019-06-30,10.00,26.90,18.58
200838,4,1,2018-07-04,3.00,104.00,84.20
176139,5,1,2018-11-25,3.00,199.00,147.62
167108,6,1,2018-07-03,5.00,30.30,19.35
170295,5,1,2018-09-08,6.00,29.90,18.91
170936,8,2,2018-10-31,3.00,39.00,30.06
199219,4,1,2019-05-21,1.00,89.00,78.24
171979,5,1,2019-05-09,3.00,50.40,28.95
200838,6,1,2019-07-21,8.00,95.00,85.91
172551,6,1,2018-08-23,15.00,90.50,82.06
200838,4,1,2019-02-24,8.00,95.00,81.39
174022,6,1,2019-04-03,2.00,239.00,203.85
165811,5,1,2018-11-30,16.00,21.90,15.69
172551,5,1,2018-07-26,9.00,90.50,81.06
174022,8,2,2018-07-07,4.00,229.00,200.65
172671,7,2,2018-11-11,4.00,19.90,10.33
167108,4,1,2018-09-21,3.00,38.90,18.55
165811,5,1,2019-03-21,7.00,21.90,15.75
172551,8,2,2019-05-24,22.00,93.50,83.45
200838,7,2,2019-04-16,3.00,95.00,81.47
165811,9,2,2018-11-17,5.00,23.00,15.68
170936,7,2,2018-12-20,10.00,39.00,30.08
167108,5,1,2018-12-08,7.00,27.90,18.60
174022,6,1,2019-06-22,4.00,239.00,200.08
200838,6,1,2019-07-09,3.00,95.00,85.80
165811,6,1,2019-04-05,24.00,21.90,15.84
171979,5,1,2018-07-09,2.00,49.60,28.28
174022,6,1,2018-10-20,1.00,229.00,189.49
172551,4,1,2018-07-12,2.00,98.90,80.40
199219,7,2,2019-06-26,7.00,89.00,78.77
171979,8,2,2019-03-18,2.00,72.90,28.86
167108,5,1,2019-05-16,5.00,26.90,34.82
170936,5,1,2019-03-23,10.00,39.00,30.13
167108,8,2,2018-12-03,1.00,27.90,18.62
200838,8,2,2018-12-14,3.00,95.00,85.74
165954,7,2,2019-01-05,1.00,8.70,5.87
174022,4,1,2019-01-19,7.00,239.00,192.67
165811,8,2,2018-10-03,12.00,21.90,15.40
165811,7,2,2018-11-26,1.00,21.90,15.63
174022,8,2,2018-10-04,3.00,239.00,191.90
172671,4,1,2019-05-12,1.00,19.90,10.95
165811,4,1,2018-11-26,4.00,21.90,15.55
174022,8,2,2019-01-08,1.00,229.00,189.30
199219,7,2,2019-07-11,1.00,89.00,78.77
171979,4,1,2018-12-13,6.00,43.50,28.27
174022,5,1,2019-01-03,5.00,239.00,187.06
200838,7,2,2018-09-18,12.00,94.90,84.56
167108,4,1,2019-07-14,3.00,26.90,18.58
200838,6,1,2019-03-04,6.00,95.00,81.92
200838,5,1,2019-03-31,10.00,95.00,82.38
172551,8,2,2018-08-18,7.00,93.90,81.47
199219,4,1,2019-06-21,14.00,89.00,78.75
165811,5,1,2019-02-28,7.00,21.90,15.75
172671,4,1,2018-08-13,1.00,19.90,10.07
170295,5,1,2018-07-30,1.00,29.90,18.67
174022,8,2,2018-12-21,15.00,249.00,191.58
171979,5,1,2019-01-06,2.00,46.30,28.14
174022,8,2,2019-04-17,3.00,239.00,192.31
170936,4,1,2018-11-11,3.00,39.00,30.06
200838,4,1,2018-10-17,12.00,95.00,85.53
172671,6,1,2019-06-04,1.00,19.90,10.97
170936,4,1,2018-10-13,2.00,39.00,30.06
165954,6,1,2018-10-25,3.00,8.70,5.86
165811,6,1,2018-11-04,17.00,21.90,15.37
174022,6,1,2019-05-27,5.00,239.00,203.68
176139,4,1,2018-07-19,3.00,214.00,150.49
199219,8,2,2018-07-02,4.00,87.90,77.77
170295,6,1,2019-06-21,8.00,26.00,17.62
176139,7,2,2019-02-25,4.00,197.00,142.00
165811,5,1,2019-06-22,6.00,21.90,15.83
167108,4,1,2018-08-24,4.00,30.30,18.52
199219,4,1,2018-12-14,4.00,89.00,78.57
200838,7,2,2018-07-09,7.00,95.90,84.25
176139,7,2,2018-12-05,5.00,199.00,147.36
167108,6,1,2019-06-09,4.00,26.90,18.58
172671,4,1,2018-12-22,2.00,19.90,10.56
170936,5,1,2018-08-10,6.00,39.00,30.05
199219,6,1,2018-07-26,10.00,87.90,77.50
194516,6,1,2019-03-28,2.00,46.50,28.59
165811,4,1,2018-10-29,11.00,21.90,15.37
171979,7,2,2019-06-21,1.00,50.40,28.79
199219,8,2,2019-03-19,6.00,133.50,77.13
170936,4,1,2018-08-01,2.00,39.00,30.05
165811,8,2,2018-07-15,3.00,20.90,15.60
174022,4,1,2018-07-19,5.00,259.00,190.00
165954,7,2,2019-01-12,18.00,8.70,5.87
174022,6,1,2019-07-14,2.00,239.00,199.98
200838,4,1,2019-06-09,5.00,95.00,84.82
167108,4,1,2019-05-31,6.00,26.90,18.62
167108,7,2,2019-06-09,5.00,26.90,18.58
170295,4,1,2019-03-19,2.00,24.50,15.78
200838,6,1,2018-11-15,8.00,95.00,85.53
171979,4,1,2019-06-30,1.00,50.40,28.95
176139,6,1,2018-11-15,1.00,229.00,147.63
169281,6,1,2019-07-08,3.00,21.90,16.08
170936,5,1,2018-09-07,5.00,39.00,30.06
167108,5,1,2018-08-31,2.00,30.30,24.62
170936,4,1,2018-12-12,6.00,39.00,30.08
200838,8,2,2019-02-05,-4.00,95.00,81.70
165811,8,2,2018-11-10,6.00,21.90,15.37
167108,7,2,2019-06-16,1.00,26.90,18.58
165811,8,2,2019-05-10,5.00,21.90,15.84
199219,4,1,2019-05-29,7.00,89.00,78.25
170936,4,1,2018-10-16,7.00,39.00,30.06
169281,6,1,2019-01-26,4.00,21.90,16.09
199219,7,2,2018-08-23,4.00,87.90,77.35
171979,6,1,2019-06-11,1.00,50.40,28.95
174022,6,1,2018-09-02,8.00,239.00,191.78
200838,4,1,2019-04-06,4.00,95.00,81.58
170936,8,2,2019-07-16,8.00,39.00,32.43
194516,7,2,2019-07-02,4.00,43.80,27.44
172671,4,1,2019-05-01,1.00,19.90,10.95
170295,5,1,2018-11-20,17.00,24.50,16.05
172551,5,1,2019-04-15,1.00,86.70,80.64
172671,4,1,2018-10-29,1.00,19.90,10.32
170936,5,1,2019-07-31,7.00,39.00,32.46
165811,4,1,2018-11-08,16.00,21.90,15.37
167108,5,1,2018-12-11,1.00,27.90,18.60
169281,4,1,2019-02-28,2.00,21.90,15.31
194516,8,2,2019-06-13,3.00,43.80,27.44
199219,6,1,2019-06-04,21.00,89.00,78.43
171979,5,1,2018-08-25,9.00,42.60,27.01
170295,6,1,2019-06-29,12.00,26.00,17.64
170936,4,1,2018-09-20,5.00,39.00,30.06
200838,8,2,2019-07-07,7.00,95.00,85.52
165811,8,2,2018-12-19,2.00,21.90,15.74
170069,7,2,2019-06-18,1.00,59.90,43.48
172551,6,1,2018-08-26,1.00,90.50,82.13
171979,6,1,2018-10-27,9.00,42.60,28.11
167108,4,1,2019-06-14,3.00,26.90,18.58
170295,4,1,2018-12-04,13.00,24.50,15.57
194516,7,2,2019-01-28,8.00,37.80,27.48
194516,8,2,2019-04-14,3.00,43.80,27.50
170936,5,1,2018-07-11,12.00,39.00,30.06
200838,8,2,2018-11-21,3.00,95.00,85.63
199219,5,1,2018-12-04,10.00,89.00,78.57
200838,8,2,2018-09-04,6.00,95.90,84.96
176139,5,1,2018-10-08,1.00,214.00,152.67
199219,8,2,2019-05-27,18.00,89.00,78.13
167108,8,2,2019-05-22,1.00,26.90,18.62
170936,6,1,2019-02-15,-8.00,39.00,30.13
167108,6,1,2019-01-23,7.00,27.90,18.57
170936,7,2,2019-03-26,4.00,54.60,30.13
